href,disease_type,keyword
https://bookinghealth.ru/clinics/treatment/thoracic-surgery/germany,Торакальная хирургия ,Мезотелиома
https://bookinghealth.ru/clinics/treatment/thoracic-surgery/germany,Торакальная хирургия ,"Плевральная эмпиема
                        (абсцесс)"
https://bookinghealth.ru/clinics/treatment/thoracic-surgery/germany,Торакальная хирургия ,Пневмоторакс
https://bookinghealth.ru/clinics/treatment/thoracic-surgery/germany,Торакальная хирургия ,Разрыв диафрагмы
https://bookinghealth.ru/clinics/treatment/thoracic-surgery/germany,Торакальная хирургия ,Рак лёгкого
https://bookinghealth.ru/clinics/treatment/thoracic-surgery/germany,Торакальная хирургия ,Рак тимуса
https://bookinghealth.ru/clinics/treatment/thoracic-surgery/germany,Торакальная хирургия ,Синдром Рейно
https://bookinghealth.ru/clinics/treatment/thoracic-surgery/germany,Торакальная хирургия ,Стеноз бронхов
https://bookinghealth.ru/clinics/treatment/thoracic-surgery/germany,Торакальная хирургия ,"Тимома (опухоль вилочковой
                        желез)"
https://bookinghealth.ru/clinics/treatment/thoracic-surgery/germany,Торакальная хирургия ,"Увеличенные лимфатические узлы
                        средостения"
https://bookinghealth.ru/clinics/treatment/thoracic-surgery/germany,Торакальная хирургия ,Язвенный дефект стенки бронхов
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Абсцесс околопочечной клетчатки
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Абсцесс почки
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Абсцесс яичек
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Аденома простаты
                        (предстательной железы)"
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Болезнь Иценко-Кушинга
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Варикозное расширение вен мошонки
                        (варикоцеле)"
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Влагалищно-пузырный свищ
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Водянка яичек (Гидроцеле)
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Воспаление семявыводящего
                        протока"
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Гангрена Фурнье
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Гипоспадия
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Дивертикул мочевого
                        пузыря"
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Камни мочевого пузыря
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Камни
                        почек с гидронефрозом"
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Камни предстательной железы
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Камни уретры
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Неправильное
                        положение яичка (неопущение яичка, крипторхизм)"
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Нефробластома (опухоль
                        Вильмса)"
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Обструкция шейки мочевого
                        пузыря"
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Опухоль желточного мешка
                        яичка"
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Остроконечные кондиломы полового
                        члена"
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Перекрут яичка
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Перелом полового
                        члена с разрывом уретры"
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Поликистоз почек
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Полип мочеиспускательного канала
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Полип мочеточника
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Почечная
                        недостаточность"
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Пролапс мочеиспускательного
                        канала"
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Пузырно-кишечная фистула
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Разрыв мочевого пузыря
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Рак мочевого пузыря
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Рак мочеточника
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Рак надпочечника (рак коры
                        надпочечника)"
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Рак пениса
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Рак почки
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Рак предстательной железы (рак
                        простаты)"
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Рак шейки мочевого пузыря
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Рак яичка
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Светлоклеточная саркома
                        почки"
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Семинома
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Сморщенная почка
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Сперматоцистит
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Стрессовое
                        недержание мочи у женщин"
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Стрессовое недержание
                        мочи у мужчин"
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Сужение мочеточника
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Сужение уретры (мочеиспускательного
                        канала)"
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Травма мочеточника
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Травма предстательной
                        железы"
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Феохромоцитома
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Фимоз
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Фистула уретры
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Хронический простатит
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,Цистит
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Эмбриональная карцинома
                        яичек"
https://bookinghealth.ru/clinics/treatment/urology/germany,Урология ,"Эпидидимит (воспаление придатка
                        яичка)"
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,"HIPEC- гипертермичесая интраперитонеальная
                        химиотерапия"
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Абсцесс печени
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Аденома паращитовидных желез
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Анальный стеноз
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Апендицит
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,"Базедова болезнь
                        (диффузный токсический зоб)"
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Бедренная грыжа
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Болезнь Крона
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Волосатоклеточный лейкоз
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,"Воспаление
                        кишечника"
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Геморрой
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,"Гигантоклеточная
                        фибробластома"
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Гиперпаратиреоидизм
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,"Грыжа пищеводного отверстия
                        диафрагмы"
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Дивертикул 12-перстной кишки
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Дивертикул Меккеля
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Дивертикулит
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Инсулинома
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Киста поджелудочной железы
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,"Лимфома (b-клеточная лимфома)
                        щитовидной железы"
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Лимфома желудка (Malt-лимфома)
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Метастазы в печень
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Недержание кала
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,"Нейробластома
                        (ганглионейробластома)"
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Некроз печени
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Остеохондрома
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,"Острый
                        панкреатит с панкреонекрозом"
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Парапроктит
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,"Парастомальная
                        (колостомическая) грыжа"
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Паховая грыжа
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Перианальный абсцесс
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Перианальный тромбоз
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Полипы желудка
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Прободная язва желудка
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,"Псевдокиста поджелудочной
                        железы"
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Пупочная грыжа
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,"Рак (карциноид)
                        тонкого кишечника со стенозом"
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Рак двенадцатиперстной кишки
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Рак желудка
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,"Рак
                        желчных протоков (Холангиокарцинома)"
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Рак печени
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Рак пищевода
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Рак поджелудочной железы
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Рак прямой кишки
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Рак толстого кишечника
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Рак щитовидной железы
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Рак яичника
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Расширенные вены пищевода
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Рефлюкс-эзофагит
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Синдром Меллори Вейса
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Спаечная болезнь
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Стеноз привратника
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Сфероцитоз
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Узловой зоб
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Фибросаркома детей
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Фибросаркома детей
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Холецистит
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Хондробластома
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Хордома
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Цистоцеле и ректоцеле
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Энтероцеле
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Эпигастральная грыжа
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Эхинококкоз печени
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,"Ювенильная
                        назофарингеальная ангиофиброма"
https://bookinghealth.ru/clinics/treatment/surgery/germany,Хирургия ,Язвенный колит
https://bookinghealth.ru/clinics/treatment/obesity/germany,Хирургия ожирения ,"Избыток веса (ожирение) в области
                        живота"
https://bookinghealth.ru/clinics/treatment/obesity/germany,Хирургия ожирения ,Ожирение (избыток веса)
https://bookinghealth.ru/clinics/treatment/neurosurgery-headless/germany,"Хирургия
        позвоночника ",Сколиоз
https://bookinghealth.ru/clinics/treatment/hand-surgery/germany,Хирургия руки ,Акушерский паралич Эрба
https://bookinghealth.ru/clinics/treatment/hand-surgery/germany,Хирургия руки ,"Детский
                        дигитальный фиброматоз кистей"
https://bookinghealth.ru/clinics/treatment/hand-surgery/germany,Хирургия руки ,Контрактура Дюпюитрена
https://bookinghealth.ru/clinics/treatment/hand-surgery/germany,Хирургия руки ,Синдром карпального канала
https://bookinghealth.ru/clinics/treatment/hand-surgery/germany,Хирургия руки ,"Эпикондилит локтевого
                        сустава (локоть теннисиста)"
https://bookinghealth.ru/clinics/treatment/foot-surgery/germany,Хирургия стопы ,Артроз голеностопного сустава
https://bookinghealth.ru/clinics/treatment/foot-surgery/germany,Хирургия стопы ,Деформация Хаглунда
https://bookinghealth.ru/clinics/treatment/foot-surgery/germany,Хирургия стопы ,"Импиджмент-синдром
                        голеностопного сустава"
https://bookinghealth.ru/clinics/treatment/foot-surgery/germany,Хирургия стопы ,"Косолапость у
                        детей"
https://bookinghealth.ru/clinics/treatment/foot-surgery/germany,Хирургия стопы ,"Нестабильность голеностопного
                        сустава"
https://bookinghealth.ru/clinics/treatment/foot-surgery/germany,Хирургия стопы ,Разрыв ахиллова сухожилия
https://bookinghealth.ru/clinics/treatment/foot-surgery/germany,Хирургия стопы ,"Растяжение и повреждение
                        связок голеностопного сустава"
https://bookinghealth.ru/clinics/treatment/foot-surgery/germany,Хирургия стопы ,"Тендинит или бурсит
                        ахиллова сухожилия"
https://bookinghealth.ru/clinics/treatment/foot-surgery/germany,Хирургия стопы ,"Халюс
                        вальгус (косточки на ногах)"
https://bookinghealth.ru/clinics/treatment/oral-and-maxillofacial-surgery/germany,"Челюстно-лицевая
        хирургия ","Рабдомиосаркома
                        орбиты"
https://bookinghealth.ru/clinics/treatment/oral-and-maxillofacial-surgery/germany,"Челюстно-лицевая
        хирургия ",Рак ротовой полости
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,"Адренолейкодистрофия
                        (болезнь Аддиссона)"
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,"Аутоиммунный
                        тиреоидит (тиреоидит Хашимото)"
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,"Врожденные
                        пороки развития эндокринных желез"
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,Гинекомастия у мужчин
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,"Гипертония
                        вследствие заболеваний эндокринной системы"
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,Гипертрихоз у мужчин
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,"Гипогонадизм
                        (недостаточность яичек у мужчин)"
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,Гипотериоз
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,Гипофизарный Нанизм
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,Гирсутизм у женщин
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,"Гормональные
                        нарушения у женщин при гирсутизме"
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,"Гормональные
                        нарушения у женщин при менопаузе"
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,"Гормональные
                        нарушения у женщин при половом созревании (предменструальный синдром)"
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,"Гормональные
                        нарушения у женщин при синдроме поликистозных яичников"
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,"Гормональный сбой у
                        мальчиков в подростковом возрасте"
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,Диабетическая стопа
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,Метаболический синдром
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,Микседема
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,Нарушение менструального цикла
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,Несахарный диабет
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,Облысение
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,Остеопороз
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,Сахарный диабет тип 1
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,Сахарный диабет тип 2
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,"Синдром Золлингера —
                        Эллисона"
https://bookinghealth.ru/clinics/treatment/endocrinology/germany,Эндокринология ,Тиреотоксикоз
